Employee ID;Age;Gender;Years at Company;Job Role;Monthly Income;Work-Life Balance;Job Satisfaction;Performance Rating;Number of Promotions;Overtime;Distance from Home;Education Level;Marital Status;Number of Dependents;Job Level;Company Size;Company Tenure;Remote Work;Leadership Opportunities;Innovation Opportunities;Company Reputation;Employee Recognition;Attrition
36945;37;1;24;0;5302;0;0;2;0;1;80;2;1;6;0;1;51;0;0;0;0;1;Left
30947;32;0;14;2;8440;2;1;0;0;1;34;0;0;1;0;0;43;0;0;0;3;2;Left
70078;52;1;33;3;9600;2;2;2;0;0;43;1;0;0;2;2;52;1;0;0;3;2;Stayed
12102;35;0;5;3;7746;1;1;1;0;0;43;1;0;0;0;1;67;0;0;0;0;3;Left
43595;28;0;17;3;7543;0;3;3;3;1;76;1;0;1;2;2;89;0;0;0;1;0;Left
68806;45;1;9;3;7509;3;1;2;0;1;89;0;0;0;0;0;52;0;0;0;1;0;Left
25534;20;0;5;3;8004;0;3;3;2;0;27;1;1;1;2;1;20;0;0;1;2;0;Stayed
33755;20;1;8;3;6872;3;0;1;0;0;98;3;0;1;0;2;53;0;0;0;0;1;Left
13994;51;1;18;2;9618;0;1;1;2;0;29;0;1;4;0;0;51;0;0;0;1;1;Stayed
43440;34;1;16;0;3521;2;2;2;3;0;90;1;2;4;1;0;84;0;0;0;0;2;Stayed
794;43;1;8;3;7340;0;1;2;3;1;69;1;1;0;1;2;24;0;0;0;1;0;Left
6250;31;0;6;2;7970;2;1;2;2;0;88;1;0;0;1;0;10;0;0;0;2;0;Left
57963;19;0;6;2;5362;0;0;2;0;1;58;4;2;0;0;1;42;0;0;0;0;0;Left
22666;43;1;26;1;5801;0;0;1;0;0;15;1;2;2;1;1;62;0;0;0;1;0;Stayed
32760;21;1;5;2;7114;2;0;2;0;1;24;0;1;0;1;0;64;1;0;1;0;0;Stayed
4922;26;0;12;4;9745;3;1;3;0;1;46;1;0;5;1;2;46;1;0;0;2;2;Stayed
40569;48;1;6;2;5528;2;0;1;1;0;84;2;0;3;0;1;82;0;0;0;0;2;Left
60535;42;0;22;0;5028;0;1;0;2;1;82;1;0;2;1;1;85;0;0;0;2;2;Left
38773;51;1;39;3;11728;3;1;2;0;1;20;1;1;5;1;1;83;0;0;0;1;2;Stayed
60376;38;0;12;2;10248;3;2;2;0;0;71;3;0;2;0;2;35;1;0;0;1;0;Left
44010;57;0;20;3;11266;2;1;1;2;1;59;2;1;0;0;0;94;1;0;0;1;0;Stayed
34399;24;1;2;4;4507;2;1;1;0;0;48;2;0;0;1;0;29;0;0;0;2;2;Stayed
9699;22;1;1;3;8417;0;1;1;3;1;10;2;1;4;0;0;78;0;0;0;0;1;Stayed
21920;53;0;21;0;3956;2;3;2;1;0;97;0;1;3;2;2;53;0;0;0;1;1;Left
53554;48;1;40;2;8884;0;1;3;0;0;6;3;0;1;1;1;64;0;0;0;1;0;Left
47636;54;0;32;4;6310;3;3;3;0;1;85;3;2;5;2;1;109;0;0;0;2;1;Stayed
10092;36;0;8;4;7533;1;0;3;2;0;5;3;0;1;0;1;13;0;0;0;1;2;Left
24061;44;1;17;4;11980;2;0;2;1;0;50;2;0;2;0;0;77;0;0;0;2;2;Stayed
1890;33;1;13;2;7749;2;1;1;2;1;47;1;2;3;0;2;37;0;0;1;0;1;Left
54184;46;0;5;0;5969;0;1;3;4;0;89;4;0;0;1;2;36;0;0;1;2;2;Stayed
51008;51;1;12;2;8167;3;2;3;0;0;24;2;1;1;2;1;71;0;0;0;2;1;Stayed
56456;39;0;24;0;4530;2;2;1;0;0;66;1;0;0;2;0;77;0;0;0;2;0;Stayed
45502;36;1;12;1;5239;1;1;2;0;0;53;1;1;0;0;2;70;0;0;1;1;2;Left
5019;21;0;12;4;8723;3;1;1;1;1;28;1;2;0;2;1;21;0;0;1;1;0;Stayed
35813;40;1;24;0;4290;1;0;1;1;1;62;3;1;0;1;2;69;0;0;0;2;0;Left
8014;46;0;23;1;6035;1;0;1;0;1;28;0;1;1;2;0;26;0;0;0;2;1;Stayed
26532;41;0;27;1;5716;3;1;0;1;0;92;0;0;1;1;2;41;1;0;0;3;1;Stayed
16215;47;1;13;2;7080;2;1;1;0;0;32;2;2;1;1;1;90;0;0;1;1;0;Stayed
62884;50;0;35;2;9638;0;1;1;0;0;22;0;1;0;2;0;43;0;0;0;0;1;Stayed
24937;38;1;2;4;9827;0;2;1;2;0;52;3;1;0;1;0;30;0;0;1;0;0;Left
20858;53;0;12;2;7560;0;1;1;0;0;7;2;1;3;2;0;54;1;0;0;1;1;Stayed
1338;20;1;12;0;4455;2;1;1;0;0;38;2;2;2;1;0;41;0;0;0;0;0;Stayed
56767;44;1;5;2;8211;2;3;1;1;0;77;0;1;1;2;2;10;0;0;1;2;0;Stayed
5756;29;0;15;0;4888;2;0;2;0;0;90;1;0;0;2;0;45;0;0;0;1;0;Stayed
14429;46;1;17;3;6322;3;1;1;0;1;30;1;1;3;0;1;28;0;0;0;2;1;Stayed
62416;49;0;22;3;11089;2;1;2;0;0;62;3;1;1;0;0;30;0;0;0;2;2;Stayed
48407;37;0;1;3;10626;2;2;1;0;0;88;4;0;0;0;1;25;1;0;0;0;2;Left
60428;41;1;15;0;5136;2;2;1;0;0;88;0;1;0;1;0;51;1;0;0;1;0;Stayed
11943;28;1;5;4;11749;0;1;1;2;0;82;1;1;0;0;2;17;0;0;0;2;1;Left
71446;19;1;2;2;8721;2;1;1;1;0;15;2;1;2;0;2;47;0;0;0;0;2;Left
19601;40;0;25;4;7216;2;1;1;2;0;5;3;1;2;2;1;53;0;0;1;2;1;Stayed
6595;56;0;28;2;6150;2;2;1;0;1;96;1;1;4;0;2;91;0;1;0;1;1;Left
30951;50;1;33;0;4894;3;1;2;0;0;76;2;1;6;1;2;106;0;0;1;1;1;Stayed
17981;59;1;23;0;6018;3;2;1;0;1;33;1;0;4;0;0;95;0;0;0;2;0;Stayed
15478;23;0;7;3;6043;2;2;1;1;0;98;0;2;0;1;2;80;1;0;0;0;0;Left
21195;38;1;22;4;7055;0;1;3;0;1;76;1;0;4;0;0;92;0;1;0;0;0;Left
41074;27;0;10;0;2705;1;3;1;0;1;97;1;1;0;2;2;53;0;0;0;1;0;Stayed
1718;29;1;18;4;10616;2;1;1;0;0;28;2;0;4;2;0;79;0;0;0;2;1;Stayed
952;49;0;29;3;9406;0;3;1;1;0;95;2;1;1;0;2;107;0;0;0;0;2;Left
1447;42;1;25;2;9070;0;3;0;2;0;13;1;0;1;0;0;84;0;0;0;2;0;Left
52884;26;0;12;2;11101;2;1;1;2;0;25;2;1;0;0;2;87;1;0;1;2;0;Stayed
49891;38;0;29;4;7294;1;1;3;1;1;55;2;1;3;1;1;73;0;0;0;2;1;Stayed
15313;54;0;21;0;5351;1;1;1;1;0;79;1;1;1;1;0;30;0;0;0;2;3;Stayed
28787;45;0;32;3;8016;0;1;3;3;0;99;2;0;0;0;0;49;0;0;0;2;0;Left
30713;43;1;29;3;6711;0;1;1;0;0;63;1;2;2;1;2;77;0;1;1;0;2;Left
18565;55;1;18;4;5327;2;1;3;0;0;21;0;0;1;1;2;80;1;0;0;2;1;Stayed
45060;51;0;9;4;8900;0;1;1;2;0;80;1;0;1;0;1;74;0;0;1;2;1;Left
51630;33;0;15;3;9064;2;0;2;1;1;64;1;1;1;2;0;27;0;0;1;1;0;Stayed
43275;56;1;21;3;10075;0;1;1;1;1;6;1;1;3;0;2;53;0;0;0;0;2;Left
7250;55;0;9;0;5536;2;1;1;0;1;33;0;1;0;0;1;33;0;0;0;2;0;Stayed
61326;35;1;19;0;4612;2;1;3;1;0;50;1;2;0;1;0;79;0;0;0;2;1;Stayed
58539;22;1;12;1;7100;0;1;3;1;1;21;2;0;2;0;0;37;0;0;0;2;2;Left
60906;24;1;15;2;8035;1;2;1;1;0;6;2;1;6;1;1;84;0;0;0;3;1;Stayed
59865;36;1;15;3;6602;2;1;2;0;1;55;1;1;1;1;0;47;1;0;1;1;0;Stayed
37724;47;1;9;1;4658;0;1;1;0;1;99;1;1;1;0;0;77;0;1;0;2;2;Left
14584;26;1;13;3;11600;0;2;3;2;1;57;1;1;4;1;0;15;0;0;0;0;1;Left
20074;27;1;19;4;6190;0;1;2;0;1;11;0;1;0;2;1;69;0;0;0;3;2;Stayed
27715;18;1;8;2;7429;0;3;2;0;0;88;2;0;0;2;0;62;0;0;0;3;1;Left
26403;32;0;20;3;8625;0;1;0;1;0;8;0;1;3;0;0;52;0;0;0;1;1;Left
65142;54;0;1;4;9660;2;1;1;1;1;40;1;1;1;0;0;32;0;0;0;2;0;Left
33548;42;1;27;1;5341;2;1;1;0;1;75;1;0;1;0;0;40;1;1;0;2;0;Stayed
47116;46;0;29;0;3949;0;0;1;0;0;80;3;0;1;0;2;58;0;0;0;0;1;Left
58749;44;0;13;3;10288;2;1;2;1;1;5;2;1;0;0;1;89;0;0;0;2;0;Left
52689;21;0;4;0;5468;2;0;1;2;0;40;2;1;1;1;0;7;0;0;0;1;1;Stayed
3467;31;0;19;1;5636;1;1;3;1;0;75;2;0;1;1;1;20;1;0;0;0;2;Left
34007;53;0;43;2;7446;2;0;1;0;0;18;3;0;0;0;0;122;0;0;0;0;2;Stayed
35167;56;1;35;2;8089;3;3;1;0;0;86;1;0;0;0;2;88;0;0;1;1;1;Stayed
27474;18;1;2;2;7110;0;1;1;0;1;90;2;1;3;1;1;62;1;0;1;2;2;Stayed
8476;24;1;5;0;4762;0;1;3;1;0;36;1;1;2;0;1;48;1;0;0;2;2;Stayed
39211;37;1;13;0;4698;3;1;1;1;0;35;0;1;0;2;0;34;0;0;1;1;0;Stayed
49827;47;1;16;1;6894;0;2;1;2;0;51;1;0;2;0;1;41;0;0;1;1;0;Left
16967;57;0;10;2;10212;0;1;1;0;0;79;3;1;0;0;0;66;0;0;0;2;1;Left
42667;23;1;13;1;6455;3;3;1;1;1;69;2;0;0;1;0;56;1;0;0;2;2;Stayed
59152;48;0;13;3;10848;1;1;1;2;0;23;1;1;2;0;1;82;0;0;1;2;2;Stayed
48949;23;1;6;4;5017;1;1;3;0;1;39;1;1;0;0;0;27;0;0;0;1;0;Left
13917;39;0;3;1;5263;0;3;2;2;1;11;2;2;2;0;0;8;0;0;1;2;0;Left
59046;54;1;39;4;7704;2;0;1;2;0;74;1;0;2;0;0;48;0;0;0;2;0;Stayed
29587;26;1;17;4;6167;2;1;1;0;0;85;1;1;1;1;0;96;0;0;0;2;2;Stayed
55059;39;1;16;0;6111;3;2;1;0;0;53;1;2;0;0;1;42;0;0;0;1;0;Left
57231;38;0;9;1;5588;0;1;1;0;0;58;3;0;0;2;0;36;0;0;0;1;2;Left
43839;38;1;17;0;5406;2;2;0;1;1;43;2;2;3;1;0;72;1;0;0;2;0;Stayed
72626;51;0;40;3;7835;3;0;1;2;0;27;1;1;0;1;0;110;0;0;1;2;1;Left
12526;33;1;22;3;11387;1;2;1;3;1;70;0;1;1;0;0;44;0;0;0;2;0;Stayed
47568;46;1;7;0;4212;2;2;1;0;1;34;0;1;1;2;0;86;0;0;0;1;1;Stayed
45637;29;1;8;0;5961;1;1;2;3;1;32;1;1;0;0;1;67;0;0;0;2;1;Stayed
62281;37;0;19;3;8069;3;1;1;0;0;59;0;2;2;1;2;40;1;0;0;2;0;Stayed
18167;23;0;10;1;4641;1;1;1;0;0;20;2;1;1;2;2;22;0;0;0;2;3;Left
39562;27;0;2;0;5420;0;0;1;0;1;69;1;1;1;1;2;59;0;0;0;2;0;Stayed
40878;58;1;16;4;9305;2;1;2;0;0;40;3;1;1;1;0;48;0;0;0;3;0;Stayed
31109;54;0;45;0;4071;3;2;1;0;0;33;1;1;1;0;1;98;0;0;0;1;0;Left
10476;46;1;34;1;6334;1;2;1;1;0;30;0;2;0;0;2;63;0;0;1;0;0;Left
72882;31;0;5;1;5199;2;1;2;0;0;61;0;0;1;1;1;80;1;0;0;3;2;Stayed
16467;55;1;6;4;9001;0;0;1;4;0;70;1;1;0;0;1;33;0;0;0;2;0;Left
53906;55;1;39;3;8642;0;1;3;0;0;74;1;2;1;1;0;110;0;0;0;1;3;Left
9743;43;1;20;3;10111;2;2;1;2;0;11;1;0;1;0;2;27;0;0;1;3;1;Left
9592;41;1;10;4;6654;0;1;1;1;1;53;3;2;4;1;0;57;0;0;0;0;0;Left
23153;32;0;18;2;8472;0;1;2;2;1;34;3;1;1;0;1;52;0;0;0;2;0;Left
63819;29;0;14;2;8470;0;0;1;2;0;43;2;2;1;0;0;75;0;0;0;2;0;Left
30004;52;1;14;3;9885;1;1;1;1;1;78;1;2;1;0;0;34;0;0;0;3;0;Left
50347;58;0;6;1;5504;3;3;1;3;1;78;0;0;1;1;0;36;0;0;0;1;0;Left
37071;23;0;8;3;10602;1;0;3;0;1;41;0;0;2;0;2;11;0;0;0;2;2;Left
37281;34;1;14;3;11053;0;1;1;1;0;21;2;0;1;1;2;74;0;0;0;2;0;Stayed
63714;20;0;6;2;9311;2;1;3;0;0;95;0;1;0;0;1;81;0;0;1;2;0;Left
58314;57;1;22;1;5927;2;1;3;1;1;36;3;1;2;0;2;36;0;0;0;3;2;Left
34279;46;1;35;0;4200;3;1;2;0;0;31;1;0;0;1;1;106;0;0;0;2;0;Stayed
45239;44;0;3;3;10401;3;1;3;0;0;76;1;1;0;2;1;35;1;0;0;0;0;Stayed
71044;20;1;6;2;8622;1;2;2;1;0;90;3;0;1;1;2;33;1;0;0;2;0;Left
31120;56;0;17;0;3504;1;2;3;2;1;54;3;2;1;0;1;68;0;0;0;2;1;Left
42536;44;1;11;1;6688;0;2;1;0;0;27;2;1;2;0;1;34;1;0;0;2;1;Stayed
20146;32;0;5;3;9736;0;0;1;0;1;41;1;0;2;2;0;81;0;0;0;0;0;Left
58954;45;1;22;0;5043;0;1;1;1;0;68;0;0;0;0;0;95;0;0;0;2;2;Left
135;47;1;2;0;4509;1;1;3;0;1;92;2;2;3;1;2;73;0;0;0;0;1;Left
18748;46;0;16;4;3972;2;1;2;0;0;45;2;2;1;2;0;43;0;0;0;2;0;Stayed
242;19;0;9;2;8693;2;0;1;0;1;65;1;1;4;1;1;23;0;0;0;2;0;Stayed
54854;24;0;15;4;7766;2;0;3;0;0;39;2;1;0;1;1;62;0;0;0;2;2;Stayed
33364;23;1;3;3;8899;1;1;1;3;0;13;2;0;1;0;0;24;0;0;0;2;0;Left
38511;47;1;33;2;8723;2;1;3;1;0;27;1;2;1;1;2;104;0;0;0;1;2;Stayed
12755;42;0;11;2;7465;1;1;0;1;0;73;2;0;0;0;1;40;1;0;0;2;1;Left
59437;29;0;14;3;9497;0;2;1;1;0;12;1;1;4;2;0;50;0;0;0;1;0;Stayed
74110;47;1;12;2;8187;1;0;2;1;0;7;3;1;0;0;2;71;1;0;0;2;1;Stayed
69891;59;0;36;2;7321;2;3;2;0;1;54;1;1;0;1;1;77;0;0;0;2;0;Left
52652;26;1;4;2;10369;1;1;1;0;1;61;0;1;3;1;2;39;0;0;0;2;0;Left
6100;37;1;29;3;8364;3;1;2;0;0;16;1;0;1;2;1;49;0;0;0;3;2;Stayed
14886;35;0;9;0;4372;0;1;1;0;1;99;2;2;1;0;0;53;0;0;0;1;2;Left
54060;30;1;11;2;8593;0;1;1;0;1;89;1;1;3;0;0;84;0;0;0;2;2;Stayed
64214;24;1;11;3;7956;2;1;3;1;0;48;1;0;1;1;1;51;0;0;0;0;0;Stayed
74090;50;1;29;1;5088;3;1;1;0;0;90;1;1;3;2;1;74;0;0;1;0;0;Stayed
57781;24;1;14;4;11064;0;1;1;0;1;35;3;2;3;2;0;21;0;0;0;2;1;Stayed
56280;18;1;4;0;5076;1;0;1;0;0;82;3;1;0;0;2;60;0;0;0;2;3;Left
43507;35;0;5;1;5956;2;0;1;3;0;70;2;1;1;1;2;14;0;0;0;1;1;Stayed
73186;23;0;9;3;8231;1;0;1;3;0;54;3;0;4;2;0;23;0;0;0;2;2;Stayed
18118;41;0;17;2;7981;0;3;2;0;0;99;1;2;2;0;0;31;0;0;0;0;0;Left
54298;44;1;9;3;9286;3;1;2;0;0;13;0;1;2;2;0;79;0;0;0;2;0;Stayed
53341;28;1;14;4;7857;2;0;1;0;1;54;1;0;1;0;0;50;0;0;0;0;0;Left
12233;43;0;5;3;10909;1;2;1;1;0;25;0;1;4;2;1;35;0;0;0;2;1;Stayed
16923;32;1;15;1;5385;2;1;1;1;1;82;2;1;3;1;2;75;0;0;0;2;1;Left
10669;22;1;7;3;9886;3;2;1;1;0;46;0;1;5;1;0;64;0;0;0;2;2;Stayed
21264;34;1;25;0;3760;2;0;1;3;1;22;2;0;0;1;1;81;0;0;0;1;1;Stayed
7579;59;1;40;0;4872;0;3;2;0;0;41;2;1;3;0;1;65;0;0;0;2;1;Left
70106;53;1;13;0;3193;3;1;1;0;1;90;2;1;4;0;0;92;0;0;1;2;1;Stayed
62859;48;0;39;3;11522;0;0;1;0;0;95;1;1;0;1;1;74;0;0;0;0;1;Left
11544;31;1;18;3;9039;3;0;2;0;1;69;0;0;4;0;1;95;0;0;0;2;0;Left
28923;18;1;4;2;7403;2;0;3;0;0;61;0;1;1;0;0;18;1;0;0;0;2;Stayed
33647;37;1;9;1;5663;3;1;1;0;1;93;0;1;0;1;0;84;0;0;0;2;0;Stayed
65813;30;1;3;0;4322;2;1;1;0;0;13;1;1;1;0;1;5;0;0;0;0;2;Stayed
11431;47;0;38;1;6650;1;1;1;0;1;16;1;0;4;2;1;83;0;0;0;2;1;Stayed
1729;36;0;26;3;9905;2;1;1;0;1;93;0;1;3;1;0;95;0;0;0;2;2;Stayed
46446;38;1;1;0;4686;2;2;1;1;0;63;3;1;4;0;2;3;0;1;1;2;0;Stayed
2286;44;0;28;1;6120;0;2;1;2;0;82;2;0;3;1;1;60;0;0;0;3;0;Left
39656;41;1;18;2;8581;0;0;3;3;0;48;0;1;0;1;0;54;0;0;0;3;1;Stayed
53693;46;0;17;2;10535;0;1;1;2;0;80;0;0;2;1;1;79;0;0;0;2;1;Left
20784;21;0;13;3;7497;2;0;2;0;0;68;3;2;0;0;0;32;0;0;0;2;0;Left
14696;37;1;14;1;6630;0;1;1;1;0;35;0;1;0;2;2;81;0;0;0;2;1;Stayed
55961;32;0;24;4;8030;2;0;1;0;1;7;3;0;4;2;1;75;0;0;0;2;2;Stayed
49538;22;0;2;4;5275;0;1;3;2;0;79;3;1;4;0;0;43;0;0;0;1;1;Left
14816;25;0;1;1;6796;2;1;2;0;1;49;3;1;0;0;2;75;0;0;0;3;2;Stayed
2589;59;1;34;2;7000;2;0;2;1;0;14;4;0;3;1;2;46;0;0;0;3;2;Left
31772;48;0;3;0;4938;0;0;1;2;0;80;4;1;4;0;0;71;0;0;0;2;2;Stayed
28449;30;1;18;3;8558;2;0;1;0;0;94;2;1;1;1;0;88;0;0;0;1;1;Stayed
73549;20;0;12;2;7022;0;0;0;0;0;67;2;1;1;0;1;83;0;0;0;2;2;Left
11238;34;0;7;3;9864;2;1;3;2;1;18;2;1;3;0;0;69;0;0;0;1;1;Left
24283;47;1;20;4;10366;2;1;2;1;0;29;3;1;0;2;2;81;0;0;0;2;2;Stayed
44681;27;0;13;3;8429;2;2;1;0;0;43;2;0;1;1;2;22;0;0;0;1;1;Left
29853;39;0;13;4;8260;2;1;1;0;0;39;4;0;1;0;0;52;0;0;0;0;0;Left
26315;38;0;25;1;5774;3;1;1;1;0;57;2;1;0;0;0;42;1;0;0;2;1;Stayed
64198;21;0;10;3;6953;2;3;2;1;0;61;0;1;4;1;0;50;0;0;0;2;2;Stayed
62705;37;1;29;4;6691;2;1;1;0;0;99;1;1;0;2;0;83;1;0;0;1;0;Stayed
66593;31;0;22;2;7256;2;1;1;0;0;68;2;1;1;0;0;34;1;0;0;0;2;Stayed
38837;43;1;1;3;10063;0;1;1;1;0;36;0;1;0;0;2;48;0;0;1;1;0;Stayed
45695;35;0;21;3;8647;0;1;0;2;0;30;0;0;1;1;2;59;1;0;0;1;2;Stayed
17312;59;0;19;4;5081;3;1;1;2;0;38;3;0;5;1;0;24;0;1;0;1;0;Stayed
28858;37;0;20;0;5602;0;1;1;0;1;78;3;0;0;1;0;36;1;0;0;0;1;Left
52912;26;1;14;0;4032;2;0;1;1;0;94;2;0;1;1;1;87;0;0;1;2;2;Left
41170;53;0;4;3;11154;1;2;1;0;1;52;1;1;1;2;2;16;0;0;0;0;0;Stayed
56608;56;1;45;2;6407;1;1;2;0;1;11;0;0;3;0;1;65;0;0;0;3;2;Left
46741;46;0;8;0;4703;1;1;1;0;1;21;3;1;0;0;2;17;0;0;0;2;0;Left
20823;41;1;1;0;3960;3;2;1;3;0;14;4;1;1;0;0;48;1;0;0;3;2;Stayed
49342;39;1;19;1;5919;2;1;1;1;0;69;1;1;1;0;1;45;1;0;0;3;0;Stayed
60991;56;1;24;2;7677;0;1;2;1;0;68;1;0;5;1;1;77;0;0;1;0;0;Stayed
39353;29;1;7;2;8347;3;1;1;2;1;68;0;1;0;1;2;68;0;0;0;2;2;Stayed
40529;51;0;12;3;10519;2;2;2;4;0;99;1;2;2;0;0;20;0;0;0;3;0;Stayed
32769;40;0;16;3;9164;2;1;0;0;1;40;4;0;2;1;2;63;0;0;1;1;0;Stayed
43312;39;0;30;2;9003;1;1;1;0;0;42;2;2;3;2;2;94;0;0;0;2;0;Stayed
11617;35;0;3;4;8886;0;0;3;0;1;1;1;1;0;1;0;79;0;0;0;2;0;Left
30331;54;0;45;0;4094;2;2;1;1;1;96;0;1;0;2;2;107;0;0;0;3;0;Stayed
62114;18;0;10;4;8691;1;1;1;0;1;84;1;1;1;0;0;21;0;0;1;0;0;Left
61567;20;1;11;3;10949;0;3;1;0;0;31;2;0;3;1;0;71;0;0;0;2;3;Left
46957;45;1;29;3;8355;3;2;1;0;0;47;1;1;4;0;0;94;0;0;0;2;0;Stayed
33386;38;1;26;1;5380;3;1;3;0;0;28;2;1;2;0;2;81;1;0;0;3;0;Stayed
19046;40;0;4;1;5925;2;0;0;2;0;61;1;2;0;0;0;78;0;0;0;0;2;Left
73602;47;0;9;1;6020;0;2;1;0;0;48;3;0;1;0;1;26;0;0;0;2;1;Left
26832;59;1;39;3;7689;0;1;3;0;0;98;3;1;1;1;2;48;0;0;1;2;1;Stayed
44245;41;1;26;1;6480;0;1;1;0;1;24;3;1;1;2;2;93;0;0;0;0;3;Stayed
71997;30;1;2;0;3646;2;1;1;0;1;61;1;0;1;1;0;41;0;0;0;2;0;Left
19860;46;0;12;1;6821;1;1;3;0;0;33;2;1;0;1;0;62;0;1;0;2;2;Left
26287;58;0;12;4;7397;2;1;1;0;0;95;2;1;0;2;2;41;0;0;0;3;2;Stayed
32200;40;1;16;2;7292;0;1;2;1;0;31;4;0;5;2;0;65;0;0;0;1;0;Stayed
45685;18;0;1;4;9867;1;0;2;0;1;91;2;1;1;0;1;20;0;0;0;0;2;Left
25331;24;1;2;4;7635;2;1;1;0;0;72;3;0;4;0;1;39;0;0;0;2;0;Stayed
13842;33;1;18;3;9554;0;1;1;1;0;33;2;0;3;1;1;97;1;0;1;0;1;Left
53753;51;1;11;4;7969;2;1;1;1;0;57;1;1;2;0;0;84;1;0;0;0;1;Stayed
65460;53;0;38;2;6798;0;1;1;0;0;93;2;0;4;2;0;53;0;0;1;0;1;Left
71315;59;1;21;1;4730;0;2;3;0;0;1;2;1;0;2;1;24;0;0;0;2;0;Stayed
51018;32;0;2;0;5112;2;2;1;1;0;98;0;1;0;1;0;46;0;0;0;0;0;Left
36766;48;1;37;3;7778;3;3;1;1;0;36;0;1;0;1;0;97;1;0;0;0;0;Stayed
5774;50;1;6;2;7428;3;2;3;1;0;76;0;1;5;0;2;51;1;0;1;2;2;Stayed
409;46;1;5;1;5843;0;2;2;1;0;65;1;1;1;0;0;29;0;0;1;0;0;Left
41700;49;0;24;3;13377;2;3;3;0;0;77;3;1;0;1;0;76;0;0;0;2;1;Stayed
69058;21;1;8;3;11351;3;1;0;2;0;77;3;0;5;2;1;32;0;0;0;2;0;Stayed
38702;22;1;14;3;9471;3;1;3;1;1;94;3;1;2;1;0;84;1;0;0;2;1;Stayed
13259;55;1;27;0;4086;1;1;3;2;1;15;3;1;2;2;2;88;0;0;1;1;0;Stayed
39943;24;1;11;2;10450;2;1;2;1;0;84;0;1;4;0;0;35;0;0;0;2;0;Stayed
16202;36;0;6;3;8618;1;2;1;0;1;35;3;1;0;1;0;19;0;0;0;2;2;Left
16135;44;1;36;2;8517;2;3;1;3;0;6;1;0;1;1;1;93;0;0;0;0;2;Left
22866;50;1;12;2;7250;1;2;1;0;0;37;3;1;0;0;1;44;0;0;0;2;1;Left
8510;46;0;2;1;5803;2;1;2;0;1;47;0;1;2;1;0;51;1;0;1;1;0;Stayed
66720;37;1;5;1;6336;1;1;1;0;1;32;0;0;1;1;1;51;0;0;1;1;0;Left
16504;46;1;34;2;10303;2;3;1;1;0;53;2;0;1;1;0;57;0;0;0;1;0;Left
12770;29;1;9;0;5226;3;0;1;0;0;8;4;2;0;2;0;69;1;0;0;3;2;Stayed
33228;46;1;11;4;11209;2;3;2;0;0;37;0;0;0;1;1;76;0;0;0;1;0;Left
64314;26;1;15;1;6092;2;1;1;0;0;43;3;0;1;0;1;27;1;0;0;0;2;Stayed
52982;33;0;6;3;9293;0;1;1;0;0;21;2;0;1;2;1;12;0;0;0;0;0;Left
28695;47;0;6;3;9128;2;0;1;0;0;23;3;0;3;0;1;32;1;0;0;3;0;Left
21221;31;0;22;1;6385;2;1;0;0;0;42;1;2;0;1;2;54;0;0;0;0;1;Stayed
68469;50;0;14;3;4265;3;2;1;1;1;53;1;1;2;0;2;89;0;0;1;2;0;Left
65324;56;0;36;4;9270;1;3;1;1;1;95;2;1;0;1;0;100;0;0;0;0;1;Left
4944;18;0;3;0;5352;2;1;2;0;1;75;2;1;1;1;0;43;0;0;0;2;0;Stayed
48653;39;1;23;3;10791;0;1;3;1;0;30;4;1;1;0;0;44;0;0;0;2;3;Stayed
64557;43;1;13;0;2447;2;2;3;0;0;17;3;2;3;1;0;85;1;0;1;3;2;Stayed
33976;32;1;18;4;7400;3;1;2;2;0;96;3;1;3;1;0;66;0;0;1;0;3;Stayed
52578;19;1;2;2;6466;0;2;0;0;1;68;0;2;2;0;0;42;0;0;0;1;2;Left
51016;42;0;7;0;5390;1;1;1;1;0;92;4;1;2;0;1;39;0;0;0;2;3;Stayed
69956;21;0;4;3;7929;2;1;0;0;0;46;1;1;0;0;0;29;0;0;0;2;0;Left
41641;52;0;43;0;3833;2;2;0;0;0;49;1;0;3;2;2;51;0;0;0;3;2;Stayed
26351;59;0;31;0;3811;0;1;2;3;0;89;2;1;2;0;0;81;0;0;0;1;0;Left
6814;48;0;15;3;9480;0;1;1;0;0;66;2;0;1;0;2;48;0;0;0;2;2;Left
73409;41;1;26;2;7862;0;1;2;3;0;32;2;0;0;0;0;94;0;0;0;2;0;Left
14708;40;1;10;3;9198;2;0;1;1;0;76;1;0;1;1;1;73;0;0;0;0;0;Left
1192;34;0;6;3;9203;1;1;2;1;0;53;2;1;1;2;0;13;0;0;0;2;2;Stayed
826;58;0;38;1;5218;2;1;2;0;0;96;1;1;0;0;0;82;0;0;0;2;2;Left
24985;45;1;3;1;7159;0;2;1;0;0;69;3;1;2;0;1;8;1;0;1;2;0;Left
60622;33;1;20;3;10566;2;1;2;0;0;7;1;1;0;2;1;85;1;0;0;3;2;Stayed
6132;39;1;28;4;9721;2;1;1;0;0;58;0;1;1;1;2;77;1;0;1;1;0;Stayed
8500;30;1;14;3;9888;0;1;2;1;0;56;2;0;1;0;2;54;0;0;0;2;0;Left
42334;59;0;20;0;5083;2;1;3;0;0;71;0;1;2;2;0;60;0;0;1;2;2;Stayed
